2019-11-27 16:01:18.986 +02:00 [INF] Application starting up!
2019-11-27 16:01:31.803 +02:00 [WRN] Failed to determine the https port for redirect.
2019-11-27 17:04:15.132 +02:00 [INF] HTTP GET /Email/ChangeStatusAsync?id=3b69e6f7-b5e3-408a-a3b1-7dc8e2995550&status=Open responded 200 in 23.3618 ms
2019-11-27 17:04:15.243 +02:00 [INF] HTTP GET /Email/ListEmailsAsync?emailStatus=Open responded 200 in 63.3913 ms
2019-11-27 17:04:15.260 +02:00 [INF] HTTP GET /notification?id=a_MtPh5YLGl2GGL9HtVB4g responded 101 in 31993.8957 ms
2019-11-27 17:04:15.714 +02:00 [INF] HTTP POST /notification/negotiate responded 200 in 0.6756 ms
2019-11-27 17:04:16.024 +02:00 [INF] HTTP GET /Email/images/icons/favicon.ico responded 302 in 0.4414 ms
2019-11-27 17:04:16.040 +02:00 [INF] HTTP GET /Home/PageNotFound responded 200 in 0.7915 ms
2019-11-27 17:04:18.692 +02:00 [INF] HTTP GET / responded 302 in 1.2163 ms
2019-11-27 17:04:18.792 +02:00 [INF] HTTP GET /Home/Privacy responded 200 in 88.8503 ms
2019-11-27 17:04:18.803 +02:00 [INF] HTTP GET /notification?id=WaxuB9tVkvFwrrdLmfAudQ responded 101 in 3055.3377 ms
2019-11-27 17:04:19.128 +02:00 [INF] HTTP POST /notification/negotiate responded 200 in 0.837 ms
2019-11-27 17:04:19.288 +02:00 [INF] HTTP GET /Home/images/icons/favicon.ico responded 302 in 0.4127 ms
2019-11-27 17:04:19.297 +02:00 [INF] HTTP GET /Home/PageNotFound responded 200 in 1.476 ms
2019-11-27 17:04:23.054 +02:00 [INF] HTTP GET /Email/ListEmailsAsync?emailStatus=Open responded 200 in 55.317 ms
2019-11-27 17:04:23.067 +02:00 [INF] HTTP GET /notification?id=IUG00QkW7teVghLp9NoaCw responded 101 in 3908.5369 ms
2019-11-27 17:04:23.468 +02:00 [INF] HTTP POST /notification/negotiate responded 200 in 0.5375 ms
2019-11-27 17:04:23.690 +02:00 [INF] HTTP GET /Email/images/icons/favicon.ico responded 302 in 0.5127 ms
2019-11-27 17:04:23.711 +02:00 [INF] HTTP GET /Home/PageNotFound responded 200 in 3.5765 ms
2019-11-27 17:04:24.215 +02:00 [INF] HTTP GET /notification?id=FDKQpfQ9QLpFxp841gonbg responded 101 in 703.8613 ms
2019-11-27 17:04:24.216 +02:00 [INF] HTTP GET /Email/ListEmailsAsync?emailStatus=New responded 200 in 214.6464 ms
2019-11-27 17:04:25.085 +02:00 [INF] HTTP POST /notification/negotiate responded 200 in 0.8591 ms
2019-11-27 17:04:25.530 +02:00 [INF] HTTP GET /Email/images/icons/favicon.ico responded 302 in 0.6216 ms
2019-11-27 17:04:25.563 +02:00 [INF] HTTP GET /Home/PageNotFound responded 200 in 0.9119 ms
2019-11-27 17:04:27.861 +02:00 [INF] HTTP GET /Email/IsItOpenAsync?id=3d07c70a-6460-45e0-bcfe-3f7c0f28c2d3 responded 200 in 16.4535 ms
2019-11-27 17:04:38.012 +02:00 [INF] HTTP POST /Application/CreateAsync responded 200 in 11.4236 ms
2019-11-27 17:04:38.047 +02:00 [INF] Status of email with id 3d07c70a-6460-45e0-bcfe-3f7c0f28c2d3 has been updated by 7901865d-33f1-41a3-b453-2727dd22a31f at 27.11.2019 г. 17:04:38. From status: New to status: Open.
2019-11-27 17:04:38.056 +02:00 [INF] HTTP GET /Email/ChangeStatusAsync?id=3d07c70a-6460-45e0-bcfe-3f7c0f28c2d3&status=Open responded 200 in 30.3139 ms
2019-11-27 17:04:38.174 +02:00 [INF] HTTP GET /Email/ListEmailsAsync?emailStatus=Open responded 200 in 62.8372 ms
2019-11-27 17:04:38.187 +02:00 [INF] HTTP GET /notification?id=Fex17bvRRnfiZRpycyEFog responded 101 in 12902.6624 ms
2019-11-27 17:04:38.452 +02:00 [INF] HTTP POST /notification/negotiate responded 200 in 0.9115 ms
2019-11-27 17:04:38.606 +02:00 [INF] HTTP GET /Email/images/icons/favicon.ico responded 302 in 0.4933 ms
2019-11-27 17:04:38.642 +02:00 [INF] HTTP GET /Home/PageNotFound responded 200 in 1.2457 ms
2019-11-27 17:04:39.046 +02:00 [INF] HTTP GET /notification?id=x_fUmq1_jDaovcsgwdiQdg responded 101 in 571.6096 ms
2019-11-27 17:04:39.083 +02:00 [INF] HTTP GET /Email/ListEmailsAsync?emailStatus=New responded 200 in 166.3083 ms
2019-11-27 17:04:39.108 +02:00 [INF] HTTP GET /Home/LogOutAsync responded 200 in 64.4014 ms
2019-11-27 17:04:39.129 +02:00 [INF] HTTP GET /Home/Privacy responded 302 in 0.458 ms
2019-11-27 17:04:39.146 +02:00 [INF] HTTP GET /?ReturnUrl=%2FHome%2FPrivacy responded 200 in 1.2533 ms
2019-11-27 17:04:39.204 +02:00 [INF] HTTP GET /notification?id=-47X-2tNpc7R17exf2pdlg responded 101 in 1020180.4722 ms
2019-11-27 17:04:40.088 +02:00 [INF] HTTP POST /notification/negotiate responded 200 in 0.5104 ms
2019-11-27 17:04:40.450 +02:00 [INF] HTTP GET /Email/images/icons/favicon.ico responded 302 in 0.5915 ms
2019-11-27 17:04:40.465 +02:00 [INF] HTTP GET /Home/PageNotFound responded 200 in 0.867 ms
2019-11-27 17:04:41.873 +02:00 [INF] HTTP GET /Email/ListEmailsAsync?emailStatus=Open responded 200 in 41.2717 ms
2019-11-27 17:04:41.901 +02:00 [INF] HTTP GET /notification?id=Kt2_xG8jUhBSnlRx493zog responded 101 in 1665.6313 ms
2019-11-27 17:04:42.232 +02:00 [INF] HTTP POST /notification/negotiate responded 200 in 0.4731 ms
2019-11-27 17:04:42.392 +02:00 [INF] HTTP GET /Email/images/icons/favicon.ico responded 302 in 0.4054 ms
2019-11-27 17:04:42.399 +02:00 [INF] HTTP GET /Home/PageNotFound responded 200 in 0.6833 ms
2019-11-27 17:04:43.375 +02:00 [INF] HTTP GET /notification?id=UWZpmEXBaXltXrQRCeGzaA responded 101 in 1130.4837 ms
2019-11-27 17:04:43.383 +02:00 [INF] HTTP GET /Email/ListEmailsAsync?emailStatus=New responded 200 in 137.5568 ms
2019-11-27 17:04:44.064 +02:00 [INF] HTTP POST /notification/negotiate responded 200 in 0.5712 ms
2019-11-27 17:04:44.377 +02:00 [INF] HTTP GET /Email/images/icons/favicon.ico responded 302 in 0.7376 ms
2019-11-27 17:04:44.391 +02:00 [INF] HTTP GET /Home/PageNotFound responded 200 in 0.9946 ms
2019-11-27 17:04:44.642 +02:00 [INF] HTTP GET /Email/IsItOpenAsync?id=3f1bac79-04b7-4029-82a3-1f3aff3f0e17 responded 200 in 17.978 ms
2019-11-27 17:05:01.859 +02:00 [INF] HTTP POST /Application/CreateAsync responded 200 in 9.8762 ms
2019-11-27 17:05:01.891 +02:00 [INF] Status of email with id 3f1bac79-04b7-4029-82a3-1f3aff3f0e17 has been updated by 7901865d-33f1-41a3-b453-2727dd22a31f at 27.11.2019 г. 17:05:01. From status: New to status: Open.
2019-11-27 17:05:01.897 +02:00 [INF] HTTP GET /Email/ChangeStatusAsync?id=3f1bac79-04b7-4029-82a3-1f3aff3f0e17&status=Open responded 200 in 16.2868 ms
2019-11-27 17:05:01.979 +02:00 [INF] HTTP GET /Email/ListEmailsAsync?emailStatus=Open responded 200 in 41.1557 ms
2019-11-27 17:05:01.990 +02:00 [INF] HTTP GET /notification?id=-yKBGRRW4h23zsJgoTkeXA responded 101 in 17789.7322 ms
2019-11-27 17:05:02.257 +02:00 [INF] HTTP POST /notification/negotiate responded 200 in 1.7978 ms
2019-11-27 17:05:02.450 +02:00 [INF] HTTP GET /Email/images/icons/favicon.ico responded 302 in 0.4112 ms
2019-11-27 17:05:02.463 +02:00 [INF] HTTP GET /Home/PageNotFound responded 200 in 2.4997 ms
2019-11-27 17:05:03.214 +02:00 [INF] HTTP GET /notification?id=x64xf8oV02vvmdw9-Khb-w responded 101 in 909.6674 ms
2019-11-27 17:05:03.215 +02:00 [INF] HTTP GET /Email/ListEmailsAsync?emailStatus=New responded 200 in 130.6537 ms
2019-11-27 17:05:03.663 +02:00 [INF] HTTP POST /notification/negotiate responded 200 in 0.8135 ms
2019-11-27 17:05:03.926 +02:00 [INF] HTTP GET /Email/images/icons/favicon.ico responded 302 in 1.0946 ms
2019-11-27 17:05:03.936 +02:00 [INF] HTTP GET /Home/PageNotFound responded 200 in 0.8556 ms
2019-11-27 17:05:06.172 +02:00 [INF] HTTP GET /Email/IsItOpenAsync?id=41b85d87-df78-4839-a379-46765f325661 responded 200 in 11.5619 ms
2019-11-27 17:05:13.917 +02:00 [INF] HTTP POST /Application/CreateAsync responded 200 in 10.2958 ms
2019-11-27 17:05:13.944 +02:00 [INF] Status of email with id 41b85d87-df78-4839-a379-46765f325661 has been updated by 7901865d-33f1-41a3-b453-2727dd22a31f at 27.11.2019 г. 17:05:13. From status: New to status: Open.
2019-11-27 17:05:13.952 +02:00 [INF] HTTP GET /Email/ChangeStatusAsync?id=41b85d87-df78-4839-a379-46765f325661&status=Open responded 200 in 22.6372 ms
2019-11-27 17:05:14.015 +02:00 [INF] HTTP GET /Email/ListEmailsAsync?emailStatus=Open responded 200 in 43.6675 ms
2019-11-27 17:05:14.030 +02:00 [INF] HTTP GET /notification?id=8DXXoEtF_SUM9E7J823c_A responded 101 in 10251.6158 ms
2019-11-27 17:05:14.314 +02:00 [INF] HTTP POST /notification/negotiate responded 200 in 0.4212 ms
2019-11-27 17:05:14.462 +02:00 [INF] HTTP GET /Email/images/icons/favicon.ico responded 302 in 0.4434 ms
2019-11-27 17:05:14.474 +02:00 [INF] HTTP GET /Home/PageNotFound responded 200 in 1.4773 ms
2019-11-27 17:05:14.871 +02:00 [INF] HTTP GET /Email/ListEmailsAsync?emailStatus=New responded 200 in 117.8104 ms
2019-11-27 17:05:14.874 +02:00 [INF] HTTP GET /notification?id=2UHfS5zxtSwIIJU9WLc5dw responded 101 in 533.4422 ms
2019-11-27 17:05:15.510 +02:00 [INF] HTTP POST /notification/negotiate responded 200 in 0.5437 ms
2019-11-27 17:05:15.875 +02:00 [INF] HTTP GET /Email/images/icons/favicon.ico responded 302 in 0.4377 ms
2019-11-27 17:05:15.884 +02:00 [INF] HTTP GET /Home/PageNotFound responded 200 in 2.586 ms
2019-11-27 17:05:16.659 +02:00 [INF] HTTP GET /Email/IsItOpenAsync?id=405a8b96-fabc-465d-8471-179f2745af93 responded 200 in 12.4722 ms
2019-11-27 17:05:24.030 +02:00 [INF] HTTP GET /Email/ListEmailsAsync?emailStatus=New responded 200 in 131.4061 ms
2019-11-27 17:05:24.032 +02:00 [INF] HTTP GET /notification?id=HCS1uMQ4xz9mSgoUS9q-GQ responded 101 in 8360.1696 ms
2019-11-27 17:05:24.677 +02:00 [INF] HTTP POST /notification/negotiate responded 200 in 0.4977 ms
2019-11-27 17:05:24.902 +02:00 [INF] HTTP GET /Email/images/icons/favicon.ico responded 302 in 0.4749 ms
2019-11-27 17:05:24.915 +02:00 [INF] HTTP GET /Home/PageNotFound responded 200 in 0.9368 ms
2019-11-27 17:05:25.136 +02:00 [INF] HTTP GET /Email/ListEmailsAsync?emailStatus=Open responded 200 in 32.8292 ms
2019-11-27 17:05:25.146 +02:00 [INF] HTTP GET /notification?id=N2gxsohiIXalVj6Viesalw responded 101 in 369.1195 ms
2019-11-27 17:05:25.559 +02:00 [INF] HTTP POST /notification/negotiate responded 200 in 1.1483 ms
2019-11-27 17:05:25.721 +02:00 [INF] HTTP GET /Email/images/icons/favicon.ico responded 302 in 0.4006 ms
2019-11-27 17:05:25.730 +02:00 [INF] HTTP GET /Home/PageNotFound responded 200 in 0.6706 ms
2019-11-27 17:05:27.797 +02:00 [INF] HTTP GET /Email/IsItOpenAsync?id=0c67a360-8de6-4489-9f63-f567b5328d86 responded 200 in 15.7901 ms
2019-11-27 17:05:29.323 +02:00 [INF] Status of email with id 0c67a360-8de6-4489-9f63-f567b5328d86 has been updated by 7901865d-33f1-41a3-b453-2727dd22a31f at 27.11.2019 г. 17:05:29. From status: Open to status: Closed.
2019-11-27 17:05:29.330 +02:00 [INF] HTTP GET /Application/ChangeStatusAsync?id=0c67a360-8de6-4489-9f63-f567b5328d86&appStatus=Accepted responded 200 in 26.6288 ms
2019-11-27 17:05:29.389 +02:00 [INF] HTTP GET /Email/ListEmailsAsync?emailStatus=Closed responded 200 in 38.0339 ms
2019-11-27 17:05:29.405 +02:00 [INF] HTTP GET /notification?id=NRavuFk5xYEyJuDU86s5GQ responded 101 in 3819.4641 ms
2019-11-27 17:05:29.772 +02:00 [INF] HTTP POST /notification/negotiate responded 200 in 0.8022 ms
2019-11-27 17:05:30.020 +02:00 [INF] HTTP GET /Email/images/icons/favicon.ico responded 302 in 0.7455 ms
2019-11-27 17:05:30.029 +02:00 [INF] HTTP GET /Home/PageNotFound responded 200 in 0.6399 ms
2019-11-27 17:05:31.322 +02:00 [INF] HTTP GET /Email/ListEmailsAsync?emailStatus=Open responded 200 in 40.993 ms
2019-11-27 17:05:31.336 +02:00 [INF] HTTP GET /notification?id=BiycLrzMg5G-QnaxdVQcKg responded 101 in 1539.4184 ms
2019-11-27 17:05:31.685 +02:00 [INF] HTTP POST /notification/negotiate responded 200 in 0.4041 ms
2019-11-27 17:05:31.855 +02:00 [INF] HTTP GET /Email/images/icons/favicon.ico responded 302 in 1.0246 ms
2019-11-27 17:05:31.883 +02:00 [INF] HTTP GET /Home/PageNotFound responded 200 in 0.8177 ms
2019-11-27 17:05:33.411 +02:00 [INF] HTTP GET /Email/IsItOpenAsync?id=0ef81af9-7330-4d24-b791-2a03580e05d5 responded 200 in 15.4675 ms
2019-11-27 17:05:34.846 +02:00 [INF] Status of email with id 0ef81af9-7330-4d24-b791-2a03580e05d5 has been updated by 7901865d-33f1-41a3-b453-2727dd22a31f at 27.11.2019 г. 17:05:34. From status: Open to status: Closed.
2019-11-27 17:05:34.852 +02:00 [INF] HTTP GET /Application/ChangeStatusAsync?id=0ef81af9-7330-4d24-b791-2a03580e05d5&appStatus=Accepted responded 200 in 27.8055 ms
2019-11-27 17:05:34.919 +02:00 [INF] HTTP GET /Email/ListEmailsAsync?emailStatus=Closed responded 200 in 40.2773 ms
2019-11-27 17:05:34.933 +02:00 [INF] HTTP GET /notification?id=AYlM3_87PtJNgfIK0o1DWQ responded 101 in 3234.4258 ms
2019-11-27 17:05:35.287 +02:00 [INF] HTTP POST /notification/negotiate responded 200 in 3.5075 ms
2019-11-27 17:05:35.458 +02:00 [INF] HTTP GET /Email/images/icons/favicon.ico responded 302 in 2.0029 ms
2019-11-27 17:05:35.501 +02:00 [INF] HTTP GET /Home/PageNotFound responded 200 in 0.9664 ms
2019-11-27 17:05:36.608 +02:00 [INF] HTTP GET /Email/IsItOpenAsync?id=11462de6-f97e-47dd-ae1e-e4232b0a0455 responded 200 in 22.7981 ms
2019-11-27 17:05:41.634 +02:00 [INF] HTTP GET /Email/ListEmailsAsync?emailStatus=Open responded 200 in 52.1918 ms
2019-11-27 17:05:41.648 +02:00 [INF] HTTP GET /notification?id=H7FRdlNN7xQjy1rrvFz-Cw responded 101 in 6335.2175 ms
2019-11-27 17:05:42.007 +02:00 [INF] HTTP POST /notification/negotiate responded 200 in 2.0007 ms
2019-11-27 17:05:42.159 +02:00 [INF] HTTP GET /Email/images/icons/favicon.ico responded 302 in 1.1021 ms
2019-11-27 17:05:42.179 +02:00 [INF] HTTP GET /Home/PageNotFound responded 200 in 0.7754 ms
2019-11-27 17:05:43.475 +02:00 [INF] HTTP GET /Email/IsItOpenAsync?id=2a124a17-6d33-4f0f-84dc-d1a6e45cf7cd responded 200 in 17.5134 ms
2019-11-27 17:05:44.907 +02:00 [INF] Status of email with id 2a124a17-6d33-4f0f-84dc-d1a6e45cf7cd has been updated by 7901865d-33f1-41a3-b453-2727dd22a31f at 27.11.2019 г. 17:05:44. From status: Open to status: Closed.
2019-11-27 17:05:44.912 +02:00 [INF] HTTP GET /Application/ChangeStatusAsync?id=2a124a17-6d33-4f0f-84dc-d1a6e45cf7cd&appStatus=Accepted responded 200 in 30.1071 ms
2019-11-27 17:05:45.000 +02:00 [INF] HTTP GET /Email/ListEmailsAsync?emailStatus=Closed responded 200 in 43.007 ms
2019-11-27 17:05:45.016 +02:00 [INF] HTTP GET /notification?id=9_ebSNn0lVaX1m3armD2xg responded 101 in 2984.946 ms
2019-11-27 17:05:45.143 +02:00 [INF] HTTP POST /notification/negotiate responded 200 in 0.5365 ms
2019-11-27 17:05:45.525 +02:00 [INF] HTTP GET /Email/images/icons/favicon.ico responded 302 in 0.4346 ms
2019-11-27 17:05:45.533 +02:00 [INF] HTTP GET /Home/PageNotFound responded 200 in 0.6614 ms
2019-11-27 17:05:47.045 +02:00 [INF] HTTP GET /Email/IsItOpenAsync?id=0c67a360-8de6-4489-9f63-f567b5328d86 responded 200 in 16.6371 ms
2019-11-27 17:05:48.680 +02:00 [INF] Status of email with id 0c67a360-8de6-4489-9f63-f567b5328d86 has been updated by 7901865d-33f1-41a3-b453-2727dd22a31f at 27.11.2019 г. 17:05:48. From status: Closed to status: New.
2019-11-27 17:05:48.690 +02:00 [INF] HTTP GET /Email/ChangeStatusAsync?id=0c67a360-8de6-4489-9f63-f567b5328d86&status=New responded 200 in 40.3361 ms
2019-11-27 17:05:48.855 +02:00 [INF] HTTP GET /Email/ListEmailsAsync?emailStatus=New responded 200 in 141.5118 ms
2019-11-27 17:05:48.857 +02:00 [INF] HTTP GET /notification?id=CORs2-OAMN3DUXAiGhLYZA responded 101 in 3564.6656 ms
2019-11-27 17:05:49.473 +02:00 [INF] HTTP POST /notification/negotiate responded 200 in 0.4975 ms
2019-11-27 17:05:49.781 +02:00 [INF] HTTP GET /Email/images/icons/favicon.ico responded 302 in 0.3756 ms
2019-11-27 17:05:49.791 +02:00 [INF] HTTP GET /Home/PageNotFound responded 200 in 0.7091 ms
2019-11-27 17:05:49.992 +02:00 [INF] HTTP GET /Email/ListEmailsAsync?emailStatus=Open responded 200 in 30.287 ms
2019-11-27 17:05:50.004 +02:00 [INF] HTTP GET /notification?id=RRr2A9QLw5gte6II1wxhSA responded 101 in 396.1129 ms
2019-11-27 17:05:50.253 +02:00 [INF] HTTP POST /notification/negotiate responded 200 in 0.591 ms
2019-11-27 17:05:50.394 +02:00 [INF] HTTP GET /Email/images/icons/favicon.ico responded 302 in 0.4361 ms
2019-11-27 17:05:50.419 +02:00 [INF] HTTP GET /Home/PageNotFound responded 200 in 0.774 ms
2019-11-27 17:05:52.767 +02:00 [INF] HTTP GET /Email/IsItOpenAsync?id=310917ef-d470-4110-8e6d-238205edaedc responded 200 in 16.2633 ms
2019-11-27 17:05:54.126 +02:00 [INF] Status of email with id 310917ef-d470-4110-8e6d-238205edaedc has been updated by 7901865d-33f1-41a3-b453-2727dd22a31f at 27.11.2019 г. 17:05:54. From status: Open to status: Closed.
2019-11-27 17:05:54.133 +02:00 [INF] HTTP GET /Application/ChangeStatusAsync?id=310917ef-d470-4110-8e6d-238205edaedc&appStatus=Accepted responded 200 in 27.3426 ms
2019-11-27 17:05:54.194 +02:00 [INF] HTTP GET /Email/ListEmailsAsync?emailStatus=Closed responded 200 in 36.8308 ms
2019-11-27 17:05:54.208 +02:00 [INF] HTTP GET /notification?id=9L7zby4RAXHWHG17q0RT2A responded 101 in 3936.4849 ms
2019-11-27 17:05:54.470 +02:00 [INF] HTTP POST /notification/negotiate responded 200 in 1.0202 ms
2019-11-27 17:05:54.614 +02:00 [INF] HTTP GET /Email/images/icons/favicon.ico responded 302 in 0.3777 ms
2019-11-27 17:05:54.621 +02:00 [INF] HTTP GET /Home/PageNotFound responded 200 in 0.637 ms
2019-11-27 17:05:55.210 +02:00 [INF] HTTP GET /Email/ListEmailsAsync?emailStatus=Open responded 200 in 38.9919 ms
2019-11-27 17:05:55.223 +02:00 [INF] HTTP GET /notification?id=KM6o5xCSP71Zc0Ts3VSJsA responded 101 in 729.0746 ms
2019-11-27 17:05:55.494 +02:00 [INF] HTTP POST /notification/negotiate responded 200 in 0.3847 ms
2019-11-27 17:05:55.635 +02:00 [INF] HTTP GET /Email/images/icons/favicon.ico responded 302 in 2.328 ms
2019-11-27 17:05:55.643 +02:00 [INF] HTTP GET /Home/PageNotFound responded 200 in 0.5329 ms
2019-11-27 17:05:56.832 +02:00 [INF] HTTP GET /Email/IsItOpenAsync?id=340f9c45-ffcf-4842-a68d-225188c56ebd responded 200 in 15.4949 ms
2019-11-27 17:05:58.368 +02:00 [INF] Status of email with id 340f9c45-ffcf-4842-a68d-225188c56ebd has been updated by 7901865d-33f1-41a3-b453-2727dd22a31f at 27.11.2019 г. 17:05:58. From status: Open to status: Closed.
2019-11-27 17:05:58.373 +02:00 [INF] HTTP GET /Application/ChangeStatusAsync?id=340f9c45-ffcf-4842-a68d-225188c56ebd&appStatus=Accepted responded 200 in 34.1521 ms
2019-11-27 17:05:58.452 +02:00 [INF] HTTP GET /Email/ListEmailsAsync?emailStatus=Closed responded 200 in 48.9278 ms
2019-11-27 17:05:58.469 +02:00 [INF] HTTP GET /notification?id=g3-c7ptmHAA1Dt4LPM64gQ responded 101 in 2958.2164 ms
2019-11-27 17:05:58.593 +02:00 [INF] HTTP POST /notification/negotiate responded 200 in 0.6305 ms
2019-11-27 17:05:58.884 +02:00 [INF] HTTP GET /Email/images/icons/favicon.ico responded 302 in 0.6599 ms
2019-11-27 17:05:58.891 +02:00 [INF] HTTP GET /Home/PageNotFound responded 200 in 0.6449 ms
2019-11-27 17:06:02.067 +02:00 [INF] HTTP GET /Email/ListEmailsAsync?emailStatus=Open responded 200 in 36.9354 ms
2019-11-27 17:06:02.078 +02:00 [INF] HTTP GET /notification?id=A1Wp8HupisJ9pK_mB2AbYQ responded 101 in 3375.1475 ms
2019-11-27 17:06:02.456 +02:00 [INF] HTTP POST /notification/negotiate responded 200 in 0.7106 ms
2019-11-27 17:06:02.591 +02:00 [INF] HTTP GET /Email/images/icons/favicon.ico responded 302 in 0.4452 ms
2019-11-27 17:06:02.609 +02:00 [INF] HTTP GET /Home/PageNotFound responded 200 in 0.6853 ms
2019-11-27 17:06:03.622 +02:00 [INF] HTTP GET /Email/IsItOpenAsync?id=35693681-0bd0-4acc-bc2e-b59ca16a76e8 responded 200 in 18.3488 ms
2019-11-27 17:06:08.206 +02:00 [INF] Status of email with id 35693681-0bd0-4acc-bc2e-b59ca16a76e8 has been updated by 7901865d-33f1-41a3-b453-2727dd22a31f at 27.11.2019 г. 17:06:08. From status: Open to status: Closed.
2019-11-27 17:06:08.219 +02:00 [INF] HTTP GET /Application/ChangeStatusAsync?id=35693681-0bd0-4acc-bc2e-b59ca16a76e8&appStatus=Accepted responded 200 in 33.6661 ms
2019-11-27 17:06:08.318 +02:00 [INF] HTTP GET /Email/ListEmailsAsync?emailStatus=Closed responded 200 in 68.7935 ms
2019-11-27 17:06:08.334 +02:00 [INF] HTTP GET /notification?id=FAbhabXv66eZORahKC4Xug responded 101 in 5864.6792 ms
2019-11-27 17:06:08.666 +02:00 [INF] HTTP POST /notification/negotiate responded 200 in 0.5986 ms
2019-11-27 17:06:08.832 +02:00 [INF] HTTP GET /Email/images/icons/favicon.ico responded 302 in 0.4552 ms
2019-11-27 17:06:08.843 +02:00 [INF] HTTP GET /Home/PageNotFound responded 200 in 3.838 ms
2019-11-27 17:06:48.751 +02:00 [INF] HTTP GET /Email/IsItOpenAsync?id=0ef81af9-7330-4d24-b791-2a03580e05d5 responded 200 in 29.2471 ms
2019-11-27 17:06:51.536 +02:00 [INF] HTTP GET /Email/SetToEnableAsync?id=0ef81af9-7330-4d24-b791-2a03580e05d5 responded 200 in 16.4375 ms
2019-11-27 17:06:52.308 +02:00 [INF] HTTP GET /Email/ListEmailsAsync?emailStatus=Open responded 200 in 35.7323 ms
2019-11-27 17:06:52.340 +02:00 [INF] HTTP GET /notification?id=Sj3MIaS_HuvweUiV1VQntg responded 101 in 43653.5629 ms
2019-11-27 17:06:52.677 +02:00 [INF] HTTP POST /notification/negotiate responded 200 in 0.5955 ms
2019-11-27 17:06:53.083 +02:00 [INF] HTTP GET /Email/images/icons/favicon.ico responded 302 in 0.442 ms
2019-11-27 17:06:53.091 +02:00 [INF] HTTP GET /Home/PageNotFound responded 200 in 0.6119 ms
2019-11-27 17:06:55.825 +02:00 [INF] HTTP GET /Email/IsItOpenAsync?id=279426a4-6f0f-4bbd-bc01-a9d1d31f9805 responded 200 in 16.5531 ms
2019-11-27 17:06:57.530 +02:00 [INF] Status of email with id 279426a4-6f0f-4bbd-bc01-a9d1d31f9805 has been updated by 7901865d-33f1-41a3-b453-2727dd22a31f at 27.11.2019 г. 17:06:57. From status: Open to status: Closed.
2019-11-27 17:06:57.539 +02:00 [INF] HTTP GET /Application/ChangeStatusAsync?id=279426a4-6f0f-4bbd-bc01-a9d1d31f9805&appStatus=Accepted responded 200 in 29.2354 ms
2019-11-27 17:06:57.622 +02:00 [INF] HTTP GET /Email/ListEmailsAsync?emailStatus=Closed responded 200 in 62.7932 ms
2019-11-27 17:06:57.631 +02:00 [INF] HTTP GET /notification?id=HcjW17AdeSBkqJaMZ3w2Ug responded 101 in 4935.6305 ms
2019-11-27 17:06:57.953 +02:00 [INF] HTTP POST /notification/negotiate responded 200 in 0.6237 ms
2019-11-27 17:06:58.114 +02:00 [INF] HTTP GET /Email/images/icons/favicon.ico responded 302 in 2.6465 ms
2019-11-27 17:06:58.131 +02:00 [INF] HTTP GET /Home/PageNotFound responded 200 in 0.8804 ms
2019-11-27 17:07:01.920 +02:00 [INF] HTTP GET /Email/ListEmailsAsync?emailStatus=Open responded 200 in 28.111 ms
2019-11-27 17:07:01.936 +02:00 [INF] HTTP GET /notification?id=yuhULY2jFP68Y1H1XSmKuA responded 101 in 3966.1833 ms
2019-11-27 17:07:02.165 +02:00 [INF] HTTP POST /notification/negotiate responded 200 in 1.7711 ms
2019-11-27 17:07:02.285 +02:00 [INF] HTTP GET /Email/images/icons/favicon.ico responded 302 in 0.4315 ms
2019-11-27 17:07:02.305 +02:00 [INF] HTTP GET /Home/PageNotFound responded 200 in 1.3518 ms
2019-11-27 17:07:03.967 +02:00 [INF] HTTP GET /Email/IsItOpenAsync?id=3f1bac79-04b7-4029-82a3-1f3aff3f0e17 responded 200 in 16.8767 ms
2019-11-27 17:07:06.375 +02:00 [INF] Status of email with id 3f1bac79-04b7-4029-82a3-1f3aff3f0e17 has been updated by 7901865d-33f1-41a3-b453-2727dd22a31f at 27.11.2019 г. 17:07:06. From status: Open to status: Closed.
2019-11-27 17:07:06.383 +02:00 [INF] HTTP GET /Application/ChangeStatusAsync?id=3f1bac79-04b7-4029-82a3-1f3aff3f0e17&appStatus=Accepted responded 200 in 43.2591 ms
2019-11-27 17:07:06.471 +02:00 [INF] HTTP GET /Email/ListEmailsAsync?emailStatus=Closed responded 200 in 53.4715 ms
2019-11-27 17:07:06.483 +02:00 [INF] HTTP GET /notification?id=iX0Fi9hI_5Ie2v6WKY5ywg responded 101 in 4307.8565 ms
2019-11-27 17:07:06.765 +02:00 [INF] HTTP POST /notification/negotiate responded 200 in 0.5162 ms
2019-11-27 17:07:06.906 +02:00 [INF] HTTP GET /Email/images/icons/favicon.ico responded 302 in 0.3834 ms
2019-11-27 17:07:06.918 +02:00 [INF] HTTP GET /Home/PageNotFound responded 200 in 0.5748 ms
2019-11-27 17:07:08.579 +02:00 [INF] HTTP GET /Email/ListEmailsAsync?emailStatus=Open responded 200 in 29.7789 ms
2019-11-27 17:07:08.589 +02:00 [INF] HTTP GET /notification?id=LuXUE7wDUbWk6vGNYv-RGg responded 101 in 1797.4292 ms
2019-11-27 17:07:08.852 +02:00 [INF] HTTP POST /notification/negotiate responded 200 in 0.6428 ms
